emissions,sources
0.00044,A
0.00046,A
0.00042,A
0.000405297,A
0.000539897,A
0.000409706,A
0.001473644,A
0.001056281,A
0.000953429,A
0.00043,A
0.000279,A
0.000367,A
0.001017253,B
0.00069452,B
0.000702332,B
0.00031,C
0.00032,C
0.00037,C
0.000693241,C
0.000964324,C
0.000807316,C
0.001122734,C
0.000936548,C
0.001219512,C
0.001633028,C
0.001147853,C
0.001208657,C
0.0048,C
0.0017,C
0.0011,C
0.00187,C
0.000988,C
0.00113,C
0.004208512,D
0.003522086,D
0.001421987,D
